Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 SSB_vir_LH ABC_buffer
1 1954 TIME 1 199998 183775 72562.4 11544.7  72562.4  88465.5 95309.1  38528 55112.9  1390.67 1336.93 1323.34 697.635 659.27 648.592 1323.34 0.025971  0 0 0 0 0 0 0 0  1319.81 1158.77 997.095 1103.1 850.534 593.436 997.095 0.0265268 72562.4 NA
1 1955 TIME 1 200861 183660 72539.4 17909.7  72539.4  88586.5 95073.7  38740.1 55122.7  1355.51 1302.58 1289.13 683.463 645.489 634.393 1289.13 0.0246872  0 0 0 0 0 0 0 0  1189.73 1044.45 898.317 1007.54 775.185 536.72 898.317 0.0233919 72539.4 NA
1 1956 TIME 1 204001 186119 72962.9 14912.8  72962.9  90085.8 96033.6  39855.4 56102.7  1021.65 981.151 970.893 517.953 488.648 480.35 970.893 0.0179971  0 0 0 0 0 0 0 0  3387.23 2912.08 2434.9 3113.77 2294.64 1460.94 2434.9 0.0645598 72962.9 NA
1 1957 TIME 1 206785 185470 73214.9 15735.1  73214.9  90043.5 95426.6  39711.2 55649.6  1682.83 1616.19 1599.31 853.395 805.363 791.723 1599.31 0.0286267  0 0 0 0 0 0 0 0  1344.33 1148.42 951.73 1234.82 915.988 591.589 951.73 0.0237632 73214.9 NA
1 1958 TIME 1 211813 186954 74003.2 14423  74003.2  90947 96007.2  40265 56149.4  804.039 772.169 764.107 407.653 384.631 378.179 764.107 0.013317  0 0 0 0 0 0 0 0  1076.72 922.655 768.055 983.438 736.196 485.108 768.055 0.0177255 74003.2 NA
1 1959 TIME 1 218398 195332 76205.1 21143.4  76205.1  95699.1 99633  43361.1 59185.6  1301.05 1247.97 1234.49 667.375 628.642 617.411 1234.49 0.0202014  0 0 0 0 0 0 0 0  1367.15 1176.26 984.388 1231.64 927.722 616.769 984.388 0.0227482 76205.1 NA
1 1960 TIME 1 226149 201417 78746.6 14240  78746.6  99166.6 102250  45101.2 60927.9  1766.99 1693.85 1675.39 911.662 858.165 843.486 1675.39 0.025267  0 0 0 0 0 0 0 0  1700 1446.35 1191.87 1609.14 1181.53 748.03 1191.87 0.0267967 78746.6 NA
1 1961 TIME 1 233028 207679 81279.2 15711.8  81279.2  102644 105034  46812.9 62749.3  1112.79 1067.04 1055.49 572.992 539.781 530.626 1055.49 0.0149677  0 0 0 0 0 0 0 0  1063.98 910.268 756.023 965.794 724.677 479.747 756.023 0.016335 81279.2 NA
1 1962 TIME 1 241012 213725 84605 21605.5  84605  106117 107609  48227.8 64176.4  1064.54 1021.19 1010.21 546.48 515.103 506.2 1010.21 0.0135176  0 0 0 0 0 0 0 0  2217.53 1917.77 1616.57 1971.65 1500.79 1019.54 1616.57 0.0327618 84605 NA
1 1963 TIME 1 249214 224918 88139.9 13503.5  88139.9  112351 112568  51775.7 67833  1000.23 959.288 948.973 513.873 484.126 476.105 948.973 0.0119309  0 0 0 0 0 0 0 0  1225.34 1047.63 869.384 1141.52 842.036 538.72 869.384 0.0182248 88139.9 NA
